latitude,longitude,Dsecond
296238904.0,-823381665.0,39250.0
296238904.0,-823381666.0,39350.0
296238904.0,-823381666.0,39450.0
296238904.0,-823381666.0,39550.0
296238904.0,-823381666.0,39650.0
296238904.0,-823381666.0,39750.0
296238903.0,-823381668.0,39850.0
296238903.0,-823381668.0,39950.0
296238903.0,-823381668.0,40050.0
296238903.0,-823381668.0,40150.0
296238903.0,-823381668.0,40250.0
296238903.0,-823381669.0,40350.0
296238902.0,-823381669.0,40450.0
296238902.0,-823381669.0,40500.0
296238902.0,-823381669.0,40650.0
296238902.0,-823381669.0,40750.0
296238902.0,-823381671.0,40850.0
296238902.0,-823381671.0,40950.0
296238902.0,-823381671.0,41050.0
296238903.0,-823381671.0,41150.0
296238903.0,-823381671.0,41250.0
296238903.0,-823381673.0,41350.0
296238904.0,-823381673.0,41450.0
296238904.0,-823381673.0,41550.0
296238904.0,-823381673.0,41650.0
296238904.0,-823381673.0,41750.0
296238903.0,-823381674.0,41850.0
296238903.0,-823381674.0,41950.0
296238903.0,-823381674.0,42050.0
296238903.0,-823381674.0,42150.0
296238903.0,-823381674.0,42250.0
296238902.0,-823381675.0,42350.0
296238902.0,-823381675.0,42400.0
296238902.0,-823381674.0,42550.0
296238902.0,-823381674.0,42650.0
296238902.0,-823381674.0,42750.0
296238901.0,-823381677.0,42850.0
296238901.0,-823381677.0,42950.0
296238901.0,-823381677.0,43050.0
296238901.0,-823381677.0,43100.0
296238901.0,-823381677.0,43250.0
296238899.0,-823381678.0,43350.0
296238899.0,-823381678.0,43450.0
296238899.0,-823381679.0,43550.0
296238899.0,-823381679.0,43650.0
296238899.0,-823381679.0,43750.0
296238897.0,-823381679.0,43850.0
296238897.0,-823381680.0,43950.0
296238897.0,-823381680.0,44050.0
296238897.0,-823381680.0,44150.0
296238897.0,-823381680.0,44200.0
296238896.0,-823381680.0,44350.0
296238896.0,-823381680.0,44450.0
296238896.0,-823381680.0,44550.0
296238896.0,-823381680.0,44650.0
296238895.0,-823381680.0,44750.0
296238891.0,-823381676.0,44850.0
296238891.0,-823381676.0,44950.0
296238891.0,-823381676.0,45050.0
296238891.0,-823381676.0,45150.0
296238891.0,-823381676.0,45250.0
296238886.0,-823381672.0,45350.0
296238886.0,-823381672.0,45450.0
296238886.0,-823381672.0,45550.0
296238886.0,-823381672.0,45650.0
296238886.0,-823381672.0,45750.0
296238882.0,-823381670.0,45850.0
296238882.0,-823381670.0,45950.0
296238882.0,-823381670.0,46050.0
296238882.0,-823381670.0,46150.0
296238883.0,-823381671.0,46250.0
296238878.0,-823381667.0,46350.0
296238878.0,-823381667.0,46450.0
296238878.0,-823381667.0,46550.0
296238879.0,-823381667.0,46650.0
296238879.0,-823381667.0,46750.0
296238875.0,-823381665.0,46850.0
296238875.0,-823381665.0,46950.0
296238876.0,-823381666.0,47050.0
296238876.0,-823381666.0,47150.0
296238876.0,-823381666.0,47250.0
296238873.0,-823381664.0,47350.0
296238873.0,-823381664.0,47400.0
296238873.0,-823381665.0,47550.0
296238873.0,-823381665.0,47650.0
296238873.0,-823381665.0,47750.0
296238871.0,-823381663.0,47850.0
