latitude,longitude,Dsecond
296238914.0,-823382029.0,13050.0
296238913.0,-823382030.0,13150.0
296238913.0,-823382030.0,13250.0
296238912.0,-823382029.0,13350.0
296238911.0,-823382029.0,13450.0
296238911.0,-823382029.0,13550.0
296238910.0,-823382029.0,13650.0
296238910.0,-823382030.0,13750.0
296238911.0,-823382030.0,13850.0
296238911.0,-823382030.0,13950.0
296238911.0,-823382031.0,14050.0
296238911.0,-823382031.0,14150.0
296238910.0,-823382032.0,14250.0
296238912.0,-823382032.0,14350.0
296238912.0,-823382032.0,14450.0
296238912.0,-823382033.0,14550.0
296238912.0,-823382033.0,14650.0
296238912.0,-823382032.0,14800.0
296238912.0,-823382032.0,14850.0
296238911.0,-823382033.0,14950.0
296238911.0,-823382033.0,15050.0
296238910.0,-823382034.0,15150.0
296238910.0,-823382034.0,15250.0
296238912.0,-823382032.0,15350.0
296238912.0,-823382033.0,15450.0
296238912.0,-823382033.0,15550.0
296238912.0,-823382033.0,15650.0
296238911.0,-823382033.0,15800.0
296238913.0,-823382032.0,15850.0
296238913.0,-823382032.0,15950.0
296238913.0,-823382032.0,16050.0
296238913.0,-823382033.0,16150.0
296238913.0,-823382033.0,16250.0
296238915.0,-823382030.0,16350.0
296238915.0,-823382030.0,16450.0
296238916.0,-823382029.0,16550.0
296238916.0,-823382029.0,16650.0
296238917.0,-823382029.0,16750.0
296238914.0,-823382028.0,16850.0
296238914.0,-823382027.0,16950.0
296238914.0,-823382027.0,17050.0
296238914.0,-823382026.0,17150.0
296238914.0,-823382026.0,17250.0
296238914.0,-823382028.0,17350.0
296238914.0,-823382028.0,17450.0
296238914.0,-823382028.0,17550.0
296238915.0,-823382028.0,17650.0
296238915.0,-823382028.0,17750.0
296238914.0,-823382026.0,17850.0
296238914.0,-823382026.0,17950.0
296238914.0,-823382026.0,18050.0
296238914.0,-823382026.0,18150.0
296238914.0,-823382026.0,18250.0
296238913.0,-823382026.0,18350.0
296238913.0,-823382026.0,18450.0
296238913.0,-823382026.0,18500.0
296238913.0,-823382026.0,18650.0
296238913.0,-823382026.0,18750.0
296238914.0,-823382024.0,18850.0
296238914.0,-823382025.0,18950.0
296238914.0,-823382025.0,19050.0
296238914.0,-823382025.0,19100.0
