latitude,longitude,Dsecond
296522454.0,-823393401.0,54350.0
296522454.0,-823393401.0,54400.0
296522453.0,-823393401.0,54500.0
296522453.0,-823393400.0,54600.0
296522453.0,-823393399.0,54750.0
296522448.0,-823393392.0,54850.0
296502800.0,-823394499.0,39654.0
296522448.0,-823393392.0,54900.0
296502311.0,-823392089.0,39668.0
296522448.0,-823393392.0,55000.0
296522448.0,-823393391.0,55150.0
296522448.0,-823393391.0,55250.0
296522443.0,-823393382.0,55350.0
296522443.0,-823393382.0,55450.0
296522443.0,-823393382.0,55550.0
296503051.0,-823394496.0,40401.0
296522442.0,-823393381.0,55650.0
296501985.0,-823392107.0,40403.0
296522442.0,-823393381.0,55750.0
296522439.0,-823393375.0,55850.0
296522439.0,-823393374.0,55950.0
296522439.0,-823393374.0,56050.0
296522438.0,-823393374.0,56150.0
296522438.0,-823393373.0,56250.0
296522434.0,-823393364.0,56350.0
296502800.0,-823394499.0,41155.0
296502311.0,-823392089.0,41159.0
296522434.0,-823393364.0,56400.0
296522434.0,-823393363.0,56550.0
296522434.0,-823393363.0,56600.0
296522434.0,-823393363.0,56750.0
296522430.0,-823393355.0,56850.0
296522430.0,-823393355.0,56900.0
296522430.0,-823393354.0,57000.0
296522429.0,-823393354.0,57150.0
296503051.0,-823394496.0,41900.0
296501985.0,-823392107.0,41902.0
296522429.0,-823393354.0,57200.0
296522425.0,-823393346.0,57350.0
296522425.0,-823393345.0,57450.0
296522425.0,-823393345.0,57550.0
296522425.0,-823393344.0,57650.0
296522422.0,-823393339.0,57800.0
296502800.0,-823394499.0,42654.0
296502311.0,-823392089.0,42657.0
296522422.0,-823393339.0,57900.0
296522421.0,-823393339.0,58000.0
296522421.0,-823393338.0,58150.0
296522421.0,-823393338.0,58200.0
296522418.0,-823393334.0,58300.0
296522418.0,-823393334.0,58400.0
296522418.0,-823393333.0,58500.0
296503051.0,-823394496.0,43401.0
296522418.0,-823393333.0,58650.0
296501985.0,-823392107.0,43404.0
296522418.0,-823393333.0,58700.0
296522416.0,-823393329.0,58850.0
296522416.0,-823393328.0,58950.0
296522415.0,-823393328.0,59050.0
296522413.0,-823393323.0,59150.0
296522413.0,-823393323.0,59250.0
296522413.0,-823393322.0,59350.0
296502800.0,-823394499.0,44154.0
296522413.0,-823393322.0,59450.0
296502311.0,-823392089.0,44157.0
296522413.0,-823393321.0,59550.0
296522413.0,-823393321.0,59550.0
296522413.0,-823393320.0,59750.0
296522411.0,-823393319.0,59850.0
296522410.0,-823393319.0,59950.0
296522410.0,-823393318.0,50.0
296503051.0,-823394496.0,44901.0
296522410.0,-823393318.0,150.0
296501985.0,-823392107.0,44905.0
296522410.0,-823393318.0,250.0
296522409.0,-823393316.0,350.0
296522409.0,-823393316.0,400.0
296522408.0,-823393315.0,550.0
296522408.0,-823393315.0,650.0
296522408.0,-823393315.0,750.0
296522407.0,-823393313.0,850.0
296502800.0,-823394499.0,45654.0
296522407.0,-823393313.0,950.0
296502311.0,-823392089.0,45657.0
296522407.0,-823393313.0,1050.0
296522407.0,-823393312.0,1150.0
296522407.0,-823393312.0,1250.0
296522406.0,-823393312.0,1350.0
296522406.0,-823393312.0,1400.0
296522406.0,-823393311.0,1550.0
296522406.0,-823393311.0,1600.0
296522406.0,-823393311.0,1750.0
296522406.0,-823393311.0,1850.0
296522406.0,-823393311.0,1950.0
296522406.0,-823393311.0,2000.0
296522406.0,-823393310.0,2150.0
296522406.0,-823393310.0,2250.0
296522406.0,-823393311.0,2350.0
296522406.0,-823393310.0,2450.0
296522406.0,-823393310.0,2550.0
296522406.0,-823393309.0,2650.0
296522405.0,-823393309.0,2750.0
296522407.0,-823393310.0,2850.0
296522407.0,-823393310.0,2950.0
296522407.0,-823393310.0,3050.0
296522407.0,-823393309.0,3150.0
296522407.0,-823393309.0,3250.0
296522408.0,-823393312.0,3350.0
296522408.0,-823393312.0,3400.0
296522408.0,-823393312.0,3550.0
296522408.0,-823393312.0,3650.0
296522408.0,-823393312.0,3750.0
296522409.0,-823393314.0,3850.0
296522409.0,-823393314.0,3950.0
296522408.0,-823393314.0,4050.0
296522408.0,-823393314.0,4150.0
296522408.0,-823393314.0,4200.0
296522412.0,-823393318.0,4400.0
296522412.0,-823393318.0,4500.0
296522412.0,-823393318.0,4600.0
296522412.0,-823393318.0,4700.0
296522414.0,-823393320.0,4850.0
296522414.0,-823393320.0,4950.0
296522414.0,-823393320.0,5000.0
296522413.0,-823393320.0,5200.0
296522415.0,-823393323.0,5350.0
