latitude,longitude,Dsecond
296238649.0,-823381872.0,43849.0
296238649.0,-823381872.0,43950.0
296238649.0,-823381872.0,44050.0
296238649.0,-823381872.0,44050.0
296238649.0,-823381872.0,44250.0
296238649.0,-823381872.0,44300.0
296238649.0,-823381869.0,44399.0
296238649.0,-823381869.0,44500.0
296238649.0,-823381869.0,44600.0
296238649.0,-823381869.0,44700.0
296238649.0,-823381869.0,44800.0
296238648.0,-823381869.0,44899.0
296238648.0,-823381869.0,45000.0
296238648.0,-823381869.0,45100.0
296238648.0,-823381869.0,45200.0
296238648.0,-823381869.0,45300.0
296238647.0,-823381866.0,45450.0
296238647.0,-823381866.0,45550.0
296238647.0,-823381866.0,45650.0
296238647.0,-823381866.0,45750.0
296238647.0,-823381866.0,45849.0
296238647.0,-823381866.0,45899.0
296238647.0,-823381867.0,46050.0
296238647.0,-823381867.0,46200.0
296238647.0,-823381868.0,46300.0
296238647.0,-823381863.0,46399.0
296238647.0,-823381863.0,46550.0
296238647.0,-823381862.0,46600.0
296238647.0,-823381862.0,46700.0
296238647.0,-823381862.0,46800.0
296238647.0,-823381863.0,46899.0
296238647.0,-823381863.0,47000.0
296238647.0,-823381863.0,47100.0
296238647.0,-823381864.0,47200.0
296238646.0,-823381861.0,47349.0
296238646.0,-823381861.0,47399.0
296238646.0,-823381861.0,47500.0
296238646.0,-823381861.0,47600.0
296238646.0,-823381861.0,47700.0
296238646.0,-823381861.0,47800.0
296238647.0,-823381860.0,47950.0
296238647.0,-823381860.0,48000.0
296238647.0,-823381860.0,48100.0
296238647.0,-823381860.0,48200.0
296238647.0,-823381860.0,48300.0
296238648.0,-823381860.0,48399.0
296238648.0,-823381860.0,48500.0
296238648.0,-823381860.0,48600.0
296238648.0,-823381860.0,48750.0
296238649.0,-823381860.0,48849.0
296238649.0,-823381860.0,48899.0
296238649.0,-823381859.0,49000.0
296238649.0,-823381859.0,49200.0
296238649.0,-823381859.0,49300.0
296238651.0,-823381862.0,49399.0
296238651.0,-823381862.0,49500.0
296238651.0,-823381862.0,49600.0
296238651.0,-823381862.0,49700.0
296238651.0,-823381862.0,49800.0
296238653.0,-823381862.0,49899.0
296238653.0,-823381862.0,50000.0
296238652.0,-823381862.0,50150.0
296238652.0,-823381862.0,50250.0
296238652.0,-823381862.0,50300.0
296238655.0,-823381864.0,50399.0
296238655.0,-823381864.0,50500.0
296238655.0,-823381864.0,50650.0
296238655.0,-823381863.0,50750.0
296238658.0,-823381868.0,50849.0
296238658.0,-823381869.0,50950.0
296238658.0,-823381870.0,51050.0
296238658.0,-823381870.0,51150.0
296238657.0,-823381871.0,51250.0
296238657.0,-823381871.0,51300.0
296238661.0,-823381868.0,51450.0
296238661.0,-823381869.0,51550.0
296238661.0,-823381869.0,51600.0
296238661.0,-823381869.0,51750.0
296238665.0,-823381867.0,51849.0
296238665.0,-823381867.0,51899.0
296238665.0,-823381867.0,52000.0
296238665.0,-823381867.0,52100.0
296238665.0,-823381867.0,52200.0
296238669.0,-823381869.0,52349.0
296238669.0,-823381869.0,52450.0
296238669.0,-823381869.0,52500.0
296238669.0,-823381869.0,52650.0
296238669.0,-823381869.0,52750.0
296238672.0,-823381870.0,52849.0
296238672.0,-823381870.0,52899.0
296238672.0,-823381870.0,53000.0
296238672.0,-823381870.0,53150.0
296238672.0,-823381870.0,53200.0
296238676.0,-823381872.0,53399.0
296238676.0,-823381872.0,53500.0
296238676.0,-823381872.0,53600.0
296238676.0,-823381872.0,53700.0
296238676.0,-823381872.0,53800.0
296238680.0,-823381874.0,53899.0
296238680.0,-823381874.0,54000.0
296238680.0,-823381874.0,54050.0
296238680.0,-823381874.0,54200.0
296238680.0,-823381874.0,54300.0
296238683.0,-823381878.0,54399.0
296238683.0,-823381879.0,54500.0
296238683.0,-823381879.0,54600.0
296238683.0,-823381880.0,54700.0
296238683.0,-823381880.0,54800.0
296238686.0,-823381877.0,54899.0
296238686.0,-823381877.0,55000.0
296238686.0,-823381877.0,55100.0
296238686.0,-823381877.0,55200.0
296238688.0,-823381878.0,55349.0
296238688.0,-823381878.0,55399.0
296238688.0,-823381878.0,55500.0
296238688.0,-823381879.0,55600.0
296238688.0,-823381879.0,55700.0
296238688.0,-823381879.0,55800.0
296238691.0,-823381880.0,55899.0
296238691.0,-823381880.0,56000.0
296238691.0,-823381880.0,56100.0
296238691.0,-823381880.0,56250.0
296238694.0,-823381880.0,56349.0
296238694.0,-823381880.0,56399.0
296238694.0,-823381880.0,56500.0
296238694.0,-823381880.0,56600.0
296238694.0,-823381881.0,56700.0
296238694.0,-823381881.0,56800.0
296238697.0,-823381881.0,56899.0
296238697.0,-823381881.0,57000.0
296238697.0,-823381881.0,57150.0
296238697.0,-823381880.0,57250.0
296238697.0,-823381880.0,57300.0
296238699.0,-823381882.0,57450.0
296238699.0,-823381882.0,57500.0
296238699.0,-823381882.0,57650.0
296238699.0,-823381883.0,57750.0
296238701.0,-823381881.0,57849.0
296238701.0,-823381881.0,57950.0
296238700.0,-823381881.0,58100.0
296238700.0,-823381882.0,58200.0
296238700.0,-823381882.0,58300.0
296238701.0,-823381879.0,58399.0
296238701.0,-823381879.0,58500.0
296238701.0,-823381879.0,58600.0
296238701.0,-823381879.0,58700.0
296238702.0,-823381880.0,58849.0
296238702.0,-823381880.0,58899.0
296238702.0,-823381881.0,59000.0
296238702.0,-823381881.0,59100.0
296238702.0,-823381881.0,59200.0
296238702.0,-823381881.0,59300.0
296238705.0,-823381882.0,59399.0
296238705.0,-823381882.0,59500.0
296238705.0,-823381882.0,59650.0
296238705.0,-823381882.0,59700.0
296238705.0,-823381882.0,59800.0
296238709.0,-823381883.0,59899.0
296238709.0,-823381883.0,150.0
296238709.0,-823381883.0,250.0
296238709.0,-823381884.0,300.0
296238709.0,-823381884.0,399.0
296238712.0,-823381883.0,500.0
296238712.0,-823381883.0,650.0
296238712.0,-823381882.0,750.0
296238712.0,-823381882.0,849.0
296238713.0,-823381885.0,899.0
296238713.0,-823381885.0,1000.0
296238713.0,-823381885.0,1100.0
296238713.0,-823381885.0,1200.0
296238713.0,-823381885.0,1300.0
296238713.0,-823381885.0,1399.0
296238715.0,-823381883.0,1500.0
296238715.0,-823381883.0,1600.0
296238715.0,-823381883.0,1700.0
296238715.0,-823381883.0,1800.0
296238715.0,-823381883.0,1950.0
296238716.0,-823381886.0,2050.0
296238715.0,-823381886.0,2100.0
296238715.0,-823381886.0,2250.0
296238715.0,-823381886.0,2349.0
296238717.0,-823381888.0,2399.0
296238717.0,-823381888.0,2550.0
296238717.0,-823381888.0,2650.0
296238717.0,-823381889.0,2750.0
296238717.0,-823381889.0,2849.0
296238720.0,-823381892.0,2950.0
296238720.0,-823381892.0,3050.0
296238720.0,-823381892.0,3150.0
296238720.0,-823381892.0,3250.0
296238720.0,-823381892.0,3349.0
296238722.0,-823381896.0,3399.0
296238722.0,-823381897.0,3500.0
296238722.0,-823381897.0,3600.0
296238722.0,-823381897.0,3750.0
296238722.0,-823381897.0,3849.0
296238724.0,-823381901.0,3950.0
296238724.0,-823381900.0,4000.0
296238724.0,-823381900.0,4100.0
296238724.0,-823381900.0,4250.0
296238724.0,-823381900.0,4300.0
296238724.0,-823381900.0,4399.0
296238728.0,-823381906.0,4500.0
296238728.0,-823381906.0,4650.0
296238728.0,-823381906.0,4750.0
296238728.0,-823381906.0,4849.0
296238731.0,-823381912.0,4950.0
296238731.0,-823381912.0,5000.0
296238731.0,-823381912.0,5050.0
296238731.0,-823381913.0,5250.0
296238731.0,-823381913.0,5349.0
296238734.0,-823381915.0,5399.0
296238734.0,-823381915.0,5550.0
296238734.0,-823381915.0,5600.0
296238734.0,-823381915.0,5700.0
296238734.0,-823381915.0,5849.0
296238736.0,-823381920.0,5899.0
296238736.0,-823381919.0,6000.0
296238736.0,-823381919.0,6100.0
296238736.0,-823381919.0,6200.0
296238736.0,-823381919.0,6300.0
296238736.0,-823381919.0,6399.0
296238738.0,-823381925.0,6500.0
296238738.0,-823381925.0,6650.0
296238738.0,-823381925.0,6750.0
296238738.0,-823381925.0,6800.0
296238738.0,-823381925.0,6950.0
296238740.0,-823381929.0,7000.0
296238740.0,-823381929.0,7100.0
296238740.0,-823381929.0,7200.0
296238740.0,-823381929.0,7349.0
296238741.0,-823381936.0,7399.0
296238741.0,-823381936.0,7550.0
296238740.0,-823381936.0,7650.0
296238740.0,-823381936.0,7750.0
296238740.0,-823381936.0,7849.0
296238741.0,-823381939.0,7950.0
296238741.0,-823381939.0,8050.0
296238741.0,-823381939.0,8100.0
296238741.0,-823381939.0,8250.0
296238741.0,-823381939.0,8349.0
296238740.0,-823381945.0,8450.0
296238740.0,-823381945.0,8550.0
296238740.0,-823381945.0,8650.0
296238740.0,-823381945.0,8700.0
296238740.0,-823381945.0,8849.0
296238741.0,-823381950.0,8950.0
296238741.0,-823381950.0,9050.0
296238741.0,-823381950.0,9150.0
296238740.0,-823381950.0,9250.0
296238740.0,-823381950.0,9349.0
296238743.0,-823381956.0,9450.0
296238743.0,-823381957.0,9550.0
296238742.0,-823381957.0,9650.0
296238742.0,-823381957.0,9750.0
296238742.0,-823381957.0,9849.0
296238745.0,-823381963.0,9950.0
296238745.0,-823381963.0,10050.0
296238745.0,-823381963.0,10150.0
296238745.0,-823381963.0,10250.0
296238745.0,-823381963.0,10349.0
296238747.0,-823381969.0,10450.0
296238747.0,-823381969.0,10500.0
296238747.0,-823381969.0,10650.0
296238746.0,-823381969.0,10750.0
296238746.0,-823381969.0,10849.0
296238748.0,-823381975.0,10899.0
296238748.0,-823381975.0,11050.0
296238748.0,-823381976.0,11100.0
296238748.0,-823381976.0,11250.0
296238748.0,-823381976.0,11349.0
296238749.0,-823381982.0,11450.0
296238748.0,-823381982.0,11550.0
296238748.0,-823381982.0,11600.0
296238748.0,-823381982.0,11750.0
296238748.0,-823381983.0,11849.0
296238749.0,-823381988.0,11899.0
296238749.0,-823381988.0,12000.0
296238749.0,-823381988.0,12100.0
296238749.0,-823381988.0,12250.0
296238749.0,-823381988.0,12349.0
296238751.0,-823381995.0,12399.0
296238751.0,-823381995.0,12500.0
296238751.0,-823381995.0,12600.0
296238750.0,-823381995.0,12750.0
296238750.0,-823381995.0,12800.0
296238750.0,-823381995.0,12899.0
296238752.0,-823382004.0,13000.0
296238752.0,-823382004.0,13200.0
296238752.0,-823382005.0,13300.0
296238752.0,-823382005.0,13399.0
296238753.0,-823382011.0,13500.0
296238753.0,-823382011.0,13600.0
296238753.0,-823382011.0,13750.0
296238753.0,-823382012.0,13800.0
296238753.0,-823382012.0,13899.0
296238754.0,-823382018.0,14000.0
296238754.0,-823382018.0,14100.0
296238754.0,-823382018.0,14150.0
296238754.0,-823382018.0,14349.0
296238754.0,-823382026.0,14399.0
296238754.0,-823382026.0,14500.0
296238754.0,-823382026.0,14600.0
296238754.0,-823382027.0,14700.0
296238753.0,-823382027.0,14800.0
296238753.0,-823382027.0,14899.0
296238753.0,-823382032.0,15000.0
296238753.0,-823382032.0,15100.0
296238753.0,-823382033.0,15200.0
296238753.0,-823382033.0,15349.0
296238753.0,-823382040.0,15399.0
296238753.0,-823382040.0,15500.0
296238753.0,-823382040.0,15600.0
296238753.0,-823382040.0,15700.0
296238753.0,-823382040.0,15800.0
296238753.0,-823382040.0,15950.0
296238753.0,-823382048.0,16000.0
296238753.0,-823382048.0,16150.0
296238753.0,-823382048.0,16250.0
296238753.0,-823382048.0,16300.0
296238753.0,-823382048.0,16399.0
296238753.0,-823382053.0,16500.0
296238753.0,-823382053.0,16600.0
296238753.0,-823382053.0,16700.0
296238753.0,-823382053.0,16800.0
296238753.0,-823382053.0,16899.0
296238753.0,-823382056.0,16950.0
296238753.0,-823382056.0,17100.0
296238753.0,-823382056.0,17250.0
296238753.0,-823382057.0,17300.0
296238753.0,-823382057.0,17399.0
296238753.0,-823382059.0,17500.0
296238753.0,-823382059.0,17600.0
296238753.0,-823382060.0,17750.0
