latitude,longitude,Dsecond
296500722.0,-823392957.0,8000.0
296500724.0,-823392958.0,8099.0
296500726.0,-823392959.0,8199.0
296500728.0,-823392960.0,8300.0
296500731.0,-823392956.0,8349.0
296500733.0,-823392956.0,8449.0
296500737.0,-823392956.0,8649.0
296500739.0,-823392956.0,8749.0
296500738.0,-823392952.0,8849.0
296500739.0,-823392952.0,8949.0
296500741.0,-823392952.0,9049.0
296500742.0,-823392952.0,9149.0
296500744.0,-823392952.0,9249.0
296500743.0,-823392956.0,9349.0
296500745.0,-823392956.0,9449.0
296500747.0,-823392957.0,9549.0
296500749.0,-823392957.0,9699.0
296500750.0,-823392957.0,9749.0
296500750.0,-823392957.0,9849.0
296500752.0,-823392958.0,9949.0
296500753.0,-823392958.0,10049.0
296500755.0,-823392958.0,10149.0
296500757.0,-823392958.0,10249.0
296500754.0,-823392961.0,10349.0
296500755.0,-823392962.0,10449.0
296500757.0,-823392963.0,10549.0
296500758.0,-823392963.0,10599.0
296500760.0,-823392964.0,10749.0
296500761.0,-823392957.0,10849.0
296500763.0,-823392957.0,10949.0
296500765.0,-823392956.0,11049.0
296500768.0,-823392955.0,11249.0
296500767.0,-823392957.0,11349.0
296500769.0,-823392957.0,11449.0
296500770.0,-823392957.0,11499.0
296500773.0,-823392958.0,11649.0
296500775.0,-823392958.0,11750.0
296500775.0,-823392952.0,11849.0
296500776.0,-823392952.0,11899.0
296500780.0,-823392952.0,12049.0
296500782.0,-823392952.0,12149.0
296500785.0,-823392951.0,12249.0
296500783.0,-823392947.0,12349.0
296500786.0,-823392947.0,12449.0
296500789.0,-823392948.0,12549.0
296500792.0,-823392948.0,12649.0
296500794.0,-823392949.0,12749.0
296500790.0,-823392939.0,12849.0
296500792.0,-823392939.0,12949.0
296500794.0,-823392939.0,13049.0
296500796.0,-823392939.0,13149.0
296500798.0,-823392939.0,13249.0
296500786.0,-823392929.0,13349.0
296500787.0,-823392929.0,13449.0
296500789.0,-823392929.0,13599.0
296500789.0,-823392929.0,13649.0
296500791.0,-823392929.0,13800.0
296500779.0,-823392922.0,13849.0
296500779.0,-823392922.0,13949.0
296500779.0,-823392922.0,14049.0
296500779.0,-823392922.0,14149.0
296500779.0,-823392922.0,14249.0
296500769.0,-823392912.0,14449.0
296500769.0,-823392912.0,14549.0
296500769.0,-823392912.0,14649.0
296500769.0,-823392912.0,14749.0
296500761.0,-823392902.0,14849.0
296500761.0,-823392902.0,14949.0
296500761.0,-823392902.0,15049.0
296500761.0,-823392902.0,15149.0
296500761.0,-823392902.0,15249.0
296500754.0,-823392896.0,15349.0
296500754.0,-823392896.0,15449.0
296500754.0,-823392896.0,15549.0
296500754.0,-823392896.0,15649.0
296500754.0,-823392896.0,15749.0
296500748.0,-823392889.0,15849.0
296500748.0,-823392889.0,15949.0
296500748.0,-823392889.0,16049.0
296500748.0,-823392889.0,16149.0
296500748.0,-823392889.0,16249.0
296500743.0,-823392880.0,16349.0
296500743.0,-823392880.0,16449.0
296500743.0,-823392880.0,16549.0
296500743.0,-823392880.0,16649.0
296500743.0,-823392880.0,16800.0
296500738.0,-823392869.0,16849.0
296500738.0,-823392869.0,16949.0
296500738.0,-823392868.0,17049.0
296500738.0,-823392868.0,17149.0
296500738.0,-823392868.0,17249.0
296500734.0,-823392861.0,17349.0
296500734.0,-823392861.0,17449.0
296500734.0,-823392861.0,17549.0
296500734.0,-823392861.0,17649.0
296500734.0,-823392861.0,17749.0
296500730.0,-823392853.0,17849.0
296500730.0,-823392853.0,17899.0
296500730.0,-823392853.0,18049.0
296500730.0,-823392853.0,18149.0
296500730.0,-823392852.0,18249.0
296500725.0,-823392847.0,18349.0
296500725.0,-823392847.0,18399.0
296500725.0,-823392847.0,18549.0
296500725.0,-823392847.0,18649.0
296500725.0,-823392847.0,18749.0
296500721.0,-823392841.0,18849.0
296500721.0,-823392841.0,18949.0
296500721.0,-823392841.0,19049.0
296500721.0,-823392841.0,19149.0
296500721.0,-823392841.0,19249.0
296500715.0,-823392835.0,19349.0
296500715.0,-823392835.0,19449.0
296500715.0,-823392835.0,19549.0
296500715.0,-823392835.0,19649.0
296500715.0,-823392835.0,19749.0
296500709.0,-823392828.0,19849.0
296500709.0,-823392828.0,19899.0
296500709.0,-823392828.0,20049.0
296500709.0,-823392828.0,20149.0
296500709.0,-823392828.0,20249.0
296500704.0,-823392823.0,20349.0
296500704.0,-823392823.0,20449.0
296500704.0,-823392823.0,20549.0
296500704.0,-823392823.0,20649.0
296500704.0,-823392823.0,20749.0
296500702.0,-823392819.0,20849.0
296500702.0,-823392819.0,20949.0
296500702.0,-823392819.0,21049.0
296500702.0,-823392819.0,21149.0
296500702.0,-823392819.0,21249.0
296500699.0,-823392815.0,21349.0
296500699.0,-823392815.0,21449.0
296500699.0,-823392815.0,21549.0
296500700.0,-823392815.0,21649.0
296503051.0,-823394496.0,6547.0
296500700.0,-823392815.0,21749.0
296502800.0,-823394499.0,6551.0
296501985.0,-823392107.0,6557.0
296500697.0,-823392810.0,21849.0
296502311.0,-823392089.0,6560.0
296500697.0,-823392810.0,21949.0
296500697.0,-823392810.0,22049.0
296500697.0,-823392810.0,22149.0
296500697.0,-823392810.0,22249.0
296500694.0,-823392807.0,22349.0
296500694.0,-823392807.0,22449.0
296503051.0,-823394496.0,7306.0
296500694.0,-823392807.0,22549.0
296501985.0,-823392107.0,7309.0
296500694.0,-823392807.0,22649.0
296500694.0,-823392807.0,22749.0
296500689.0,-823392803.0,22849.0
296500689.0,-823392803.0,22949.0
296500689.0,-823392803.0,23049.0
296500689.0,-823392803.0,23149.0
296502800.0,-823394499.0,8049.0
296500689.0,-823392803.0,23249.0
296502311.0,-823392089.0,8052.0
296500686.0,-823392799.0,23349.0
296500686.0,-823392799.0,23449.0
296500686.0,-823392799.0,23549.0
296500686.0,-823392799.0,23649.0
296500685.0,-823392799.0,23749.0
296500681.0,-823392797.0,23849.0
296503051.0,-823394496.0,8796.0
296500681.0,-823392797.0,23949.0
296501985.0,-823392107.0,8799.0
296500681.0,-823392797.0,24049.0
296500681.0,-823392797.0,24149.0
296500681.0,-823392797.0,24249.0
296500677.0,-823392795.0,24349.0
296500677.0,-823392795.0,24449.0
296500677.0,-823392795.0,24549.0
296500677.0,-823392795.0,24649.0
296502800.0,-823394499.0,9549.0
296500677.0,-823392795.0,24749.0
296502311.0,-823392089.0,9552.0
296500674.0,-823392791.0,24849.0
296500674.0,-823392791.0,25000.0
296500674.0,-823392791.0,25049.0
296500674.0,-823392791.0,25149.0
296500674.0,-823392791.0,25249.0
296500682.0,-823392789.0,25349.0
296503051.0,-823394496.0,10297.0
296500684.0,-823392789.0,25449.0
296501985.0,-823392107.0,10299.0
296500686.0,-823392789.0,25549.0
